Thu Dec 21 11:36:55 2023    profile_results.prof

         565549 function calls (546044 primitive calls) in 24.293 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.000    0.000 timeout.py:238(read_timeout)
       30    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       30    0.000    0.000    0.000    0.000 client.py:1210(_validate_method)
       10    0.000    0.000    0.000    0.000 blocks.py:261(make_block_same_class)
       30    0.000    0.000    0.000    0.000 platform.py:1125(python_version)
       30    0.000    0.000    0.000    0.000 discovery.py:1281(createNextMethod)
       40    0.000    0.000    0.000    0.000 cast.py:1820(<genexpr>)
       60    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
       30    0.000    0.000    0.000    0.000 utils.py:829(default_user_agent)
       60    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       60    0.000    0.000    0.000    0.000 client.py:441(isclosed)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       20    0.000    0.000    0.000    0.000 cast.py:1814(<genexpr>)
       30    0.000    0.000    0.000    0.000 queue.py:12(_init)
      160    0.000    0.000    0.000    0.000 serializer.py:541(_is_constant_value)
       10    0.000    0.000    0.000    0.000 numerictypes.py:651(<listcomp>)
       30    0.000    0.000    0.000    0.000 _internal_utils.py:30(unicode_is_ascii)
       10    0.000    0.000    0.000    0.000 indexing.py:761(_is_nested_tuple_indexer)
       30    0.000    0.000    0.000    0.000 parse.py:189(_userinfo)
       30    0.000    0.000    0.000    0.000 socket.py:519(type)
       60    0.000    0.000    0.000    0.000 ee_list.py:53(initialize)
       10    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 generic.py:5558(_consolidate_inplace)
       80    0.000    0.000    0.000    0.000 serializer.py:474(<listcomp>)
       10    0.000    0.000    0.000    0.000 indexing.py:2459(is_label_like)
       30    0.000    0.000    0.000    0.000 template.py:110(replace_all)
       80    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
       10    0.000    0.000    0.000    0.000 blocks.py:170(is_view)
       30    0.000    0.000    0.000    0.000 timeout.py:195(start_connect)
       30    0.000    0.000    0.000    0.000 ssl_.py:234(resolve_ssl_version)
       30    0.000    0.000    0.000    0.000 template.py:26(_merge)
       10    0.000    0.000    0.000    0.000 take.py:517(_take_preprocess_indexer_and_fill_value)
       60    0.000    0.000    0.000    0.000 customfunction.py:61(<listcomp>)
       10    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       20    0.000    0.000    0.000    0.000 indexing.py:965(_validate_key)
       40    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
       30    0.000    0.000    0.000    0.000 client.py:1206(_encode_request)
       60    0.000    0.000    0.000    0.000 _collections_abc.py:805(__len__)
       20    0.000    0.000    0.000    0.000 missing.py:883(clean_reindex_fill_method)
       20    0.000    0.000    0.000    0.000 inference.py:184(is_array_like)
       40    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
       30    0.000    0.000    0.000    0.000 client.py:1227(_validate_host)
       30    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
       60    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
       10    0.000    0.000    0.000    0.000 config.py:242(__call__)
       10    0.000    0.000    0.019    0.002 dictionary.py:74(encode_cloud_value)
       10    0.000    0.000    0.000    0.000 managers.py:490(is_view)
       60    0.000    0.000    0.000    0.000 google_auth_httplib2.py:214(<genexpr>)
       30    0.000    0.000    0.000    0.000 geometry.py:799(<genexpr>)
       10    0.000    0.000    0.000    0.000 generic.py:437(_validate_dtype)
       86    0.000    0.000    0.000    0.000 ee_string.py:48(initialize)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       20    0.000    0.000    0.000    0.000 base.py:756(_reset_identity)
       30    0.000    0.000    0.000    0.000 _helpers.py:134(from_bytes)
       10    0.000    0.000    0.000    0.000 construction.py:605(_sanitize_ndim)
       10    0.000    0.000    0.000    0.000 base.py:34(__len__)
       20    0.000    0.000    0.000    0.000 customfunction.py:38(<listcomp>)
       30    0.000    0.000    0.000    0.000 variable.py:389(is_list_of_tuples)
       60    0.000    0.000    0.000    0.000 base.py:4379(_values)
       20    0.000    0.000    0.000    0.000 base.py:4405(_get_engine_target)
       20    0.000    0.000    0.002    0.000 base.py:5704(_maybe_cast_listlike_indexer)
       90    0.000    0.000    0.000    0.000 timeout.py:220(connect_timeout)
       30    0.000    0.000    0.000    0.000 client.py:162(_encode)
       10    0.000    0.000    7.870    0.787 image.py:108(getInfo)
       30    0.000    0.000    0.000    0.000 indexing.py:767(<genexpr>)
       30    0.000    0.000    0.000    0.000 sessions.py:81(merge_hooks)
       60    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       60    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       30    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
       30    0.000    0.000    0.000    0.000 model.py:187(_log_response)
       50    0.000    0.000    0.000    0.000 common.py:149(classes_and_not_datetimelike)
       10    0.000    0.000    0.000    0.000 generic.py:4003(_is_view)
       40    0.000    0.000    0.000    0.000 customfunction.py:118(StringifyType)
       30    0.000    0.000    0.000    0.000 client.py:1219(_validate_path)
       10    0.000    0.000    0.000    0.000 managers.py:606(consolidate)
       60    0.000    0.000    0.000    0.000 typing.py:1353(cast)
       60    0.000    0.000    0.000    0.000 ssl.py:1082(_check_connected)
       10    0.000    0.000    0.000    0.000 construction.py:780(is_empty_data)
       10    0.000    0.000    0.000    0.000 common.py:314(is_datetime64_dtype)
       10    0.000    0.000    0.000    0.000 take.py:301(_get_take_nd_function)
       10    0.000    0.000    0.000    0.000 generic.py:3837(_set_is_copy)
       30    0.000    0.000    0.000    0.000 variable.py:410(_encode)
       10    0.000    0.000    0.000    0.000 collection.py:188(sort)
       90    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       40    0.000    0.000    0.000    0.000 managers.py:1619(_block)
       10    0.000    0.000    0.000    0.000 flags.py:83(allows_duplicate_labels)
       30    0.000    0.000    0.000    0.000 connection.py:109(allowed_gai_family)
       20    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       20    0.000    0.000    0.000    0.000 cast.py:1829(<genexpr>)
       30    0.000    0.000    0.000    0.000 request.py:98(set_file_position)
       30    0.000    0.000    0.000    0.000 geometry.py:824(<genexpr>)
       20    0.000    0.000    0.000    0.000 customfunction.py:121(<listcomp>)
       30    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
       10    0.000    0.000    0.000    0.000 common.py:673(is_integer_dtype)
       10    0.000    0.000    0.000    0.000 geometry.py:706(_coordinatesToLine)
       30    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       60    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
       30    0.000    0.000    0.000    0.000 credentials.py:296(_metric_header_for_usage)
       20    0.000    0.000    0.000    0.000 cast.py:1831(<genexpr>)
       68    0.000    0.000    0.000    0.000 ee_date.py:74(initialize)
       30    0.000    0.000    0.000    0.000 blocks.py:238(mgr_locs)
       20    0.000    0.000    0.000    0.000 contextlib.py:376(__init__)
       30    0.000    0.000    0.000    0.000 parse.py:336(geturl)
       10    0.000    0.000    0.000    0.000 config.py:618(_warn_if_deprecated)
       10    0.000    0.000    0.000    0.000 common.py:526(require_length_match)
        1    0.000    0.000   24.294   24.294 {built-in method builtins.exec}
       10    0.000    0.000    0.000    0.000 generic.py:562(_get_block_manager_axis)
       60    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
       10    0.000    0.000    0.000    0.000 {method 'index' of 'range' objects}
       30    0.000    0.000    0.000    0.000 poolmanager.py:302(_merge_pool_kwargs)
       30    0.000    0.000    0.000    0.000 utils.py:550(iter_slices)
       40    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       10    0.000    0.000    0.000    0.000 blocks.py:1988(extract_pandas_array)
       20    0.000    0.000    0.000    0.000 _dtype.py:307(_name_includes_bit_suffix)
       10    0.000    0.000    0.000    0.000 base.py:725(is_)
       20    0.000    0.000    0.000    0.000 base.py:43(<genexpr>)
       20    0.000    0.000    0.000    0.000 base.py:497(_ensure_array)
       10    0.000    0.000    0.000    0.000 _methods.py:45(_sum)
        1    0.000    0.000   24.294   24.294 <string>:1(<module>)
       20    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       30    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       10    0.000    0.000    0.000    0.000 config.py:547(_select_options)
       20    0.000    0.000    0.000    0.000 imagecollection.py:184(elementType)
       30    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
       10    0.000    0.000    0.000    0.000 frame.py:3876(_get_item_cache)
       20    0.000    0.000    0.000    0.000 geometry.py:155(initialize)
       42    0.000    0.000    0.000    0.000 featurecollection.py:103(initialize)
       10    0.000    0.000    0.000    0.000 managers.py:468(is_consolidated)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       20    0.000    0.000    0.000    0.000 datetimes.py:521(dtype)
       10    0.000    0.000    0.000    0.000 common.py:388(is_timedelta64_dtype)
       30    0.000    0.000    0.000    0.000 http.py:941(add_response_callback)
       20    0.000    0.000    0.000    0.000 missing.py:102(clean_fill_method)
       20    0.000    0.000    0.000    0.000 ee_types.py:52(nameToClass)
       30    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x0000018382A41430}
       30    0.000    0.000    0.000    0.000 variable.py:402(list_test)
        2    0.000    0.000    0.001    0.000 collection.py:118(filterDate)
       10    0.000    0.000    0.000    0.000 construction.py:662(_maybe_repeat)
       10    0.000    0.000    0.000    0.000 base.py:6339(ensure_has_len)
       30    0.000    0.000    0.000    0.000 model.py:108(_log_request)
       10    0.000    0.000    0.000    0.000 construction.py:642(_sanitize_str_dtypes)
       20    0.000    0.000    0.000    0.000 base.py:818(dtype)
       30    0.000    0.000    0.000    0.000 data.py:2206(get)
       20    0.000    0.000    0.000    0.000 datetimelike.py:880(freq)
       10    0.000    0.000    0.000    0.000 indexing.py:790(_validate_key_length)
       30    0.000    0.000    0.000    0.000 connection.py:151(host)
        2    0.000    0.000    0.000    0.000 filter.py:211(date)
       10    0.000    0.000    0.000    0.000 common.py:297(is_null_slice)
       40    0.000    0.000    0.000    0.000 inspect.py:2546(name)
       20    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
       20    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       30    0.000    0.000    0.000    0.000 client.py:888(_get_hostport)
       10    0.000    0.000    0.000    0.000 config.py:606(_translate_key)
       10    0.000    0.000    0.000    0.000 blocks.py:344(dtype)
       30    0.000    0.000    0.000    0.000 variable.py:122(<listcomp>)
       90    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
       30    0.000    0.000    0.000    0.000 credentials.py:87(quota_project_id)
       20    0.000    0.000    0.000    0.000 contextlib.py:382(__exit__)
       20    0.000    0.000    0.000    0.000 multiarray.py:1054(copyto)
       30    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
       30    0.000    0.000    0.000    0.000 cookies.py:81(get_new_headers)
       30    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       20    0.000    0.000    0.000    0.000 base.py:220(disallow_kwargs)
       10    0.000    0.000    0.000    0.000 managers.py:245(items)
       20    0.000    0.000    0.000    0.000 {method '_set_freq' of 'pandas._libs.tslibs.timestamps._Timestamp' objects}
       10    0.000    0.000    0.000    0.000 common.py:1409(is_1d_only_ea_dtype)
       20    0.000    0.000    0.000    0.000 base.py:1449(name)
       20    0.000    0.000    0.000    0.000 range.py:351(is_unique)
       30    0.000    0.000    0.000    0.000 adapters.py:358(add_headers)
       10    0.000    0.000    0.000    0.000 generic.py:324(attrs)
       20    0.000    0.000    0.000    0.000 base.py:3667(_get_partial_string_timestamp_match_key)
       10    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool_list}
       20    0.000    0.000    0.000    0.000 base.py:5452(_is_comparable_dtype)
       30    0.000    0.000    0.000    0.000 proxy.py:4(connection_requires_http_tunnel)
       30    0.000    0.000    0.000    0.000 models.py:184(<genexpr>)
       10    0.000    0.000    0.000    0.000 series.py:507(_constructor)
        2    0.000    0.000    0.000    0.000 apifunction.py:58(__eq__)
       20    0.000    0.000    0.000    0.000 inspect.py:2867(return_annotation)
       30    0.000    0.000    0.000    0.000 sessions.py:424(__enter__)
       10    0.000    0.000    0.000    0.000 dictionary.py:51(initialize)
       20    0.000    0.000    0.000    0.000 generic.py:345(flags)
       30    0.000    0.000    0.000    0.000 connectionpool.py:310(_validate_conn)
       12    0.000    0.000    0.000    0.000 filter.py:80(initialize)
       20    0.000    0.000    0.000    0.000 contextlib.py:379(__enter__)
       20    0.000    0.000    0.000    0.000 inspect.py:2558(kind)
       20    0.000    0.000    0.000    0.000 inspect.py:2863(parameters)
       10    0.000    0.000    0.000    0.000 flags.py:51(allows_duplicate_labels)
       10    0.000    0.000    0.000    0.000 feature.py:94(initialize)
       10    0.000    0.000    0.000    0.000 base.py:1697(nlevels)
        2    0.000    0.000    0.000    0.000 apifunction.py:67(__ne__)
       30    0.000    0.000    0.000    0.000 {function socket.detach at 0x00000183FF410700}
       20    0.000    0.000    0.000    0.000 inspect.py:2550(default)
       10    0.000    0.000    0.000    0.000 base.py:308(ndim)
       10    0.000    0.000    0.000    0.000 numerictypes.py:652(<listcomp>)
       20    0.000    0.000    0.000    0.000 inspect.py:2554(annotation)
       10    0.000    0.000    0.000    0.000 managers.py:1692(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


